No.,Exch_AMEX,Exch_NASDAQ,Exch_NYSE
5507,,IVCP,
5508,,IVCPU,
5509,,IVCPW,
5510,,IVDA,
5511,,IVDAW,
5512,,IVEG,
5513,,IVFAX,
5514,,IVFIX,
5515,,IVOYX,
5516,,IVP,
5517,,IVTY,
5518,,IVVD,
5519,,IVWAX,
5520,,IWIRX,
5521,,IWTR,
5522,,IXAQ,
5523,,IXAQU,
5524,,IXAQW,
5525,,IXHL,
5526,,IXUS,
5527,,IXYS,
5528,,IYGIX,
5529,,IYSYX,
5530,,IZEA,
5531,,IZM,
5532,,JAAAX,
5533,,JAAIX,
5534,,JABAX,
5535,,JABCX,
5536,,JABNX,
5537,,JABRX,
5538,,JACCX,
5539,,JACK,
5540,,JACRX,
5541,,JACTX,
5542,,JADFX,
5543,,JADGX,
5544,,JAENX,
5545,,JAFIX,
5546,,JAGAX,
5547,,JAGCX,
5548,,JAGIX,
5549,,JAGLX,
5550,,JAGNX,
5551,,JAGSX,
5552,,JAGTX,
5553,,JAGX,
5554,,JAHYX,
5555,,JAJWX,
5556,,JAKK,
5557,,JAMCX,
5558,,JAMF,
5559,,JAMFX,
5560,,JAMRX,
5561,,JAN,
5562,,JANEX,
5563,,JANIX,
5564,,JANVX,
5565,,JANX,
5566,,JAOSX,
5567,,JAQAX,
5568,,JAQC,
5569,,JAQCU,
5570,,JAQCW,
5571,,JAQCX,
5572,,JAQIX,
5573,,JAQNX,
5574,,JAQSX,
5575,,JAQTX,
5576,,JAREX,
5577,,JARIX,
5578,,JARTX,
5579,,JASBX,
5580,,JASCX,
5581,,JATAX,
5582,,JATIX,
5583,,JATNX,
5584,,JATSX,
5585,,JATTX,
5586,,JAVCX,
5587,,JAVTX,
5588,,JAWWX,
5589,,JAXB,
5590,,JAZZ,
5591,,JBALX,
5592,,JBFRX,
5593,,JBHT,
5594,,JBLU,
5595,,JBSS,
5596,,JCAAX,
5597,,JCACX,
5598,,JCAIX,
5599,,JCAPX,
5600,,JCASX,
5601,,JCBZX,
5602,,JCIC,
5603,,JCICU,
5604,,JCICW,
5605,,JCICX,
5606,,JCMAX,
5607,,JCNAX,
5608,,JCNCX,
5609,,JCNIX,
5610,,JCNNX,
5611,,JCNRX,
5612,,JCOM,
5613,,JCONX,
5614,,JCRAX,
5615,,JCS,
5616,,JCSCX,
5617,,JCSE,
5618,,JCTCF,
5619,,JD,
5620,,JDBAX,
5621,,JDBRX,
5622,,JDCAX,
5623,,JDCRX,
5624,,JDEAX,
5625,,JDFAX,
5626,,JDFNX,
5627,,JDFRX,
5628,,JDHCX,
5629,,JDHYX,
5630,,JDIAX,
5631,,JDINX,
5632,,JDIRX,
5633,,JDMAX,
5634,,JDMNX,
5635,,JDMRX,
5636,,JDNAX,
5637,,JDNNX,
5638,,JDNRX,
5639,,JDOC,
5640,,JDPAX,
5641,,JDPNX,
5642,,JDPRX,
5643,,JDSAX,
5644,,JDSNX,
5645,,JDSRX,
5646,,JDVAX,
5647,,JDVSX,
5648,,JDWAX,
5649,,JDWNX,
5650,,JDWRX,
5651,,JEASX,
5652,,JECTX,
5653,,JEFAX,
5654,,JEGRX,
5655,,JEMSX,
5656,,JEMWX,
5657,,JENHX,
5658,,JENIX,
5659,,JENSX,
5660,,JENYX,
5661,,JEPAX,
5662,,JEPQ,
5663,,JERAX,
5664,,JERCX,
5665,,JERIX,
5666,,JERNX,
5667,,JERSX,
5668,,JERTX,
5669,,JESSX,
5670,,JETAX,
5671,,JETNX,
5672,,JETTX,
5673,,JEUIX,
5674,,JEWL,
5675,,JFBR,
5676,,JFBRW,
5677,,JFICX,
5678,,JFIN,
5679,,JFLEX,
5680,,JFNAX,
5681,,JFNCX,
5682,,JFNIX,
5683,,JFNNX,
5684,,JFNSX,
5685,,JFRNX,
5686,,JFU,
5687,,JG,
5688,,JGBAX,
5689,,JGBCX,
5690,,JGBIX,
5691,,JGBSX,
5692,,JGCAX,
5693,,JGCCX,
5694,,JGCIX,
5695,,JGCSX,
5696,,JGGC,
5697,,JGGCR,
5698,,JGGCU,
5699,,JGGCW,
5700,,JGICX,
5701,,JGINX,
5702,,JGIRX,
5703,,JGISX,
5704,,JGLNX,
5705,,JGLO,
5706,,JGMAX,
5707,,JGMCX,
5708,,JGMIX,
5709,,JGMNX,
5710,,JGMRX,
5711,,JGRCX,
5712,,JGRTX,
5713,,JHBIX,
5714,,JHBTX,
5715,,JHEQX,
5716,,JHJAX,
5717,,JHNBX,
5718,,JHQAX,
5719,,JHQCX,
5720,,JHQPX,
5721,,JHQRX,
5722,,JHYAX,
5723,,JHYFX,
5724,,JHYNX,
5725,,JHYRX,
5726,,JIBBX,
5727,,JIBFX,
5728,,JICAX,
5729,,JIDVX,
5730,,JIGAX,
5731,,JIGCX,
5732,,JIGFX,
5733,,JIGRX,
5734,,JIGZX,
5735,,JIJSX,
5736,,JISCX,
5737,,JIVE,
5738,,JJSF,
5739,,JKHY,
5740,,JKI,
5741,,JLGAX,
5742,,JLGMX,
5743,,JLGRX,
5744,,JLPSX,
5745,,JLPYX,
5746,,JLVMX,
5747,,JLVZX,
5748,,JMAC,
5749,,JMACU,
5750,,JMACW,
5751,,JMBA,
5752,,JMBRX,
5753,,JMCEX,
5754,,JMCGX,
5755,,JMCRX,
5756,,JMCVX,
5757,,JMGRX,
5758,,JMIVX,
5759,,JMOAX,
5760,,JMOCX,
5761,,JMOIX,
5762,,JMOSX,
5763,,JMPNL,
5764,,JMPNZ,
5765,,JMSB,
5766,,JMTNX,
5767,,JMUAX,
5768,,JMUCX,
5769,,JMUEX,
5770,,JMUIX,
5771,,JMUSX,
5772,,JMUTX,
5773,,JMVAX,
5774,,JMVCX,
5775,,JMVIX,
5776,,JMYAX,
5777,,JNCE,
5778,,JNDVX,
5779,,JNGLX,
5780,,JNP,
5781,,JNRFX,
5782,,JNVR,
5783,,JNVSX,
5784,,JOAN,
5785,,JOBBX,
5786,,JOBEX,
5787,,JOBS,
5788,,JOEAX,
5789,,JOELX,
5790,,JOET,
5791,,JOFF,
5792,,JOFFU,
5793,,JOFFW,
5794,,JORAX,
5795,,JORCX,
5796,,JORFX,
5797,,JORIX,
5798,,JORNX,
5799,,JORRX,
5800,,JOUT,
5801,,JPBRX,
5802,,JPDEX,
5803,,JPDVX,
5804,,JPEAX,
5805,,JPFAX,
5806,,JPGSX,
5807,,JPIEX,
5808,,JPYRX,
5809,,JRAAX,
5810,,JRACX,
5811,,JRAIX,
5812,,JRANX,
5813,,JRARX,
5814,,JRASX,
5815,,JRBYX,
5816,,JRJC,
5817,,JRSAX,
5818,,JRSCX,
5819,,JRSH,
5820,,JRSIX,
5821,,JRSSX,
5822,,JRSTX,
5823,,JRSXX,
5824,,JRVR,
5825,,JSALX,
5826,,JSCGX,
5827,,JSCOX,
5828,,JSCVX,
5829,,JSDHX,
5830,,JSEAX,
5831,,JSGIX,
5832,,JSHAX,
5833,,JSHCX,
5834,,JSHIX,
5835,,JSHNX,
5836,,JSHSX,
5837,,JSIVX,
5838,,JSLNX,
5839,,JSM,
5840,,JSMD,
5841,,JSMGX,
5842,,JSML,
5843,,JSMTX,
5844,,JSMVX,
5845,,JSOAX,
5846,,JSPCX,
5847,,JSPGX,
5848,,JSPMX,
5849,,JSPR,
5850,,JSPRW,
5851,,JSVAX,
5852,,JSVSX,
5853,,JSVTX,
5854,,JTAI,
5855,,JTAIZ,
5856,,JTEK,
5857,,JTPY,
5858,,JTSCX,
5859,,JTSIX,
5860,,JTSSX,
5861,,JTSYX,
5862,,JUCAX,
5863,,JUCCX,
5864,,JUCIX,
5865,,JUCNX,
5866,,JUCRX,
5867,,JUCSX,
5868,,JUCTX,
5869,,JUEAX,
5870,,JUEMX,
5871,,JUEPX,
5872,,JUESX,
5873,,JUEZX,
5874,,JUGG,
5875,,JUGGU,
5876,,JUGGW,
5877,,JUNO,
5878,,JUNS,
5879,,JUNSW,
5880,,JUPW,
5881,,JUPWW,
5882,,JUSRX,
5883,,JUSUX,
5884,,JVA,
5885,,JVAAX,
5886,,JVACX,
5887,,JVAIX,
5888,,JVARX,
5889,,JVASX,
5890,,JVAYX,
5891,,JVGIX,
5892,,JVGTX,
5893,,JVIAX,
5894,,JVLIX,
5895,,JVMAX,
5896,,JVMIX,
5897,,JVMRX,
5898,,JVSAX,
5899,,JVSCX,
5900,,JVSIX,
5901,,JVSNX,
5902,,JVTAX,
5903,,JVTCX,
5904,,JVTIX,
5905,,JVTNX,
5906,,JVTSX,
5907,,JWAC,
5908,,JWACR,
5909,,JWEL,
5910,,JWGRX,
5911,,JWWCX,
5912,,JWWFX,
5913,,JXJT,
5914,,JYAC,
5915,,JYD,
5916,,JYNT,
5917,,JZ,
5918,,JZXN,
5919,,KA,
5920,,KACL,
5921,,KACLR,
5922,,KACLU,
5923,,KACLW,
5924,,KAII,
5925,,KAIIU,
5926,,KAIIW,
5927,,KAIR,
5928,,KAIRU,
5929,,KAIRW,
5930,,KAL,
5931,,KALA,
5932,,KALU,
5933,,KALV,
5934,,KALWW,
5935,,KARO,
5936,,KARRX,
5937,,KAVL,
5938,,KBAL,
5939,,KBNT,
5940,,KBNTW,
5941,,KBSF,
5942,,KBWB,
5943,,KBWD,
5944,,KBWP,
5945,,KBWR,
5946,,KBWY,
5947,,KC,
5948,,KCMTX,
5949,,KDNY,
5950,,KDP,
5951,,KE,
5952,,KEJI,
5953,,KELYA,
5954,,KELYB,
5955,,KEQU,
5956,,KERN,
5957,,KERNW,
5958,,KERX,
5959,,KFFB,
5960,,KFRC,
5961,,KGEI,
5962,,KHC,
5963,,KIDS,
5964,,KIFCX,
5965,,KIII,
5966,,KIIIU,
5967,,KIIIW,
5968,,KIN,
5969,,KINS,
5970,,KINZ,
5971,,KINZU,
5972,,KINZW,
5973,,KIRK,
5974,,KITT,
5975,,KITTW,
5976,,KLAC,
5977,,KLAQ,
5978,,KLAQU,
5979,,KLAQW,
5980,,KLCIX,
5981,,KLIC,
5982,,KLTR,
5983,,KLXE,
5984,,KLXI,
5985,,KMDA,
5986,,KMDNX,
5987,,KMDVX,
5988,,KMKNX,
5989,,KMKYX,
5990,,KMMXX,
5991,,KMPH,
5992,,KMVAX,
5993,,KNBE,
5994,,KNDI,
5995,,KNGLX,
5996,,KNGZ,
5997,,KNSA,
5998,,KNTE,
5999,,KNTK,
6000,,KOD,
6001,,KOPN,
6002,,KOR,
6003,,KOSS,
6004,,KPLT,
6005,,KPLTW,
6006,,KPRX,
6007,,KPTI,
6008,,KRBP,
6009,,KRKR,
6010,,KRMA,
6011,,KRMD,
6012,,KRNL,
6013,,KRNLU,
6014,,KRNLW,
6015,,KRNT,
6016,,KRNY,
6017,,KRON,
6018,,KROP,
6019,,KROS,
6020,,KRT,
6021,,KRTX,
6022,,KRUS,
6023,,KRYS,
6024,,KSCOX,
6025,,KSCP,
6026,,KSI,
6027,,KSICU,
6028,,KSICW,
6029,,KSMT,
6030,,KSMTU,
6031,,KSPN,
6032,,KTCC,
6033,,KTOS,
6034,,KTRA,
6035,,KTTA,
6036,,KTTAW,
6037,,KTWO,
6038,,KTXIX,
6039,,KURA,
6040,,KURI,
6041,,KURIU,
6042,,KURIW,
6043,,KVAC,
6044,,KVACW,
6045,,KVHI,
6046,,KVSA,
6047,,KVSB,
6048,,KVSC,
6049,,KWE,
6050,,KWESW,
6051,,KWIAX,
6052,,KWICX,
6053,,KWINX,
6054,,KXIN,
6055,,KYCH,
6056,,KYCHR,
6057,,KYCHU,
6058,,KYCHW,
6059,,KYMR,
6060,,KZIA,
6061,,KZR,
6062,,LAAA,
6063,,LAAAU,
6064,,LAAAW,
6065,,LAB,
6066,,LABP,
6067,,LACFX,
6068,,LACQ,
6069,,LACQU,
6070,,LACQW,
6071,,LADVX,
6072,,LAES,
6073,,LAKE,
6074,,LAMR,
6075,,LANC,
6076,,LAND,
6077,,LANDM,
6078,,LANDO,
6079,,LARK,
6080,,LASE,
6081,,LASR,
6082,,LATG,
6083,,LATGU,
6084,,LATGW,
6085,,LATN,
6086,,LATNU,
6087,,LATNW,
6088,,LAUR,
6089,,LAWS,
6090,,LAX,
6091,,LAXXR,
6092,,LAXXU,
6093,,LAXXW,
6094,,LAYN,
6095,,LAZR,
6096,,LAZY,
6097,,LBAI,
6098,,LBBB,
6099,,LBBBR,
6100,,LBBBU,
6101,,LBBBW,
6102,,LBC,
6103,,LBGIX,
6104,,LBHIX,
6105,,LBNVX,
6106,,LBPH,
6107,,LBPS,
6108,,LBPSW,
6109,,LBRDA,
6110,,LBRDK,
6111,,LBRDP,
6112,,LBTYA,
6113,,LBTYB,
6114,,LBTYK,
6115,,LCA,
6116,,LCAA,
6117,,LCAAU,
6118,,LCAAW,
6119,,LCAHU,
6120,,LCAHW,
6121,,LCAOX,
6122,,LCAP,
6123,,LCAPU,
6124,,LCAPW,
6125,,LCCCX,
6126,,LCEFX,
6127,,LCFY,
6128,,LCFYW,
6129,,LCGFX,
6130,,LCGNX,
6131,,LCGRX,
6132,,LCIAX,
6133,,LCID,
6134,,LCNB,
6135,,LCORX,
6136,,LCRIX,
6137,,LCUT,
6138,,LCY,
6139,,LCYAU,
6140,,LDCVX,
6141,,LDEM,
6142,,LDHA,
6143,,LDHAU,
6144,,LDHAW,
6145,,LDLVX,
6146,,LDMOX,
6147,,LDRH,
6148,,LDRI,
6149,,LDSF,
6150,,LDVAX,
6151,,LDWY,
6152,,LE,
6153,,LEAOX,
6154,,LECO,
6155,,LEDOX,
6156,,LEDS,
6157,,LEE,
6158,,LEGA,
6159,,LEGAU,
6160,,LEGAW,
6161,,LEGH,
6162,,LEGN,
6163,,LEGO,
6164,,LEGOU,
6165,,LEGOW,
6166,,LEGR,
6167,,LEOOX,
6168,,LESL,
6169,,LEVIX,
6170,,LEVL,
6171,,LEVLP,
6172,,LEVOX,
6173,,LEXX,
6174,,LEXXW,
6175,,LFAC,
6176,,LFACU,
6177,,LFACW,
6178,,LFCR,
6179,,LFLY,
6180,,LFLYW,
6181,,LFMD,
6182,,LFMDP,
6183,,LFST,
6184,,LFTR,
6185,,LFTRU,
6186,,LFTRW,
6187,,LFUS,
6188,,LFVN,
6189,,LGAC,
6190,,LGACU,
6191,,LGACW,
6192,,LGBT,
6193,,LGCB,
6194,,LGHL,
6195,,LGHLW,
6196,,LGIH,
6197,,LGMAX,
6198,,LGMCX,
6199,,LGMK,
6200,,LGND,
6201,,LGNDV,
6202,,LGO,
6203,,LGRCX,
6204,,LGRNX,
6205,,LGRO,
6206,,LGRRX,
6207,,LGST,
6208,,LGSTU,
6209,,LGSTW,
6210,,LGTO,
6211,,LGTOU,
6212,,LGTOW,
6213,,LGVC,
6214,,LGVCU,
6215,,LGVCW,
6216,,LGVN,
6217,,LHAA,
6218,,LHCG,
6219,,LHDX,
6220,,LHYVX,
6221,,LI,
6222,,LIAN,
6223,,LIBY,
6224,,LIBYU,
6225,,LIBYW,
6226,,LICN,
6227,,LIDR,
6228,,LIDRW,
6229,,LIFE,
6230,,LIFW,
6231,,LIJKX,
6232,,LILA,
6233,,LILAK,
6234,,LILM,
6235,,LILMW,
6236,,LIME,
6237,,LINC,
6238,,LIND,
6239,,LINK,
6240,,LION,
6241,,LIONU,
6242,,LIONW,
6243,,LIONX,
6244,,LIOX,
6245,,LIPO,
6246,,LIPRX,
6247,,LIQT,
6248,,LISIX,
6249,,LISOX,
6250,,LITE,
6251,,LITM,
6252,,LITP,
6253,,LITT,
6254,,LITTU,
6255,,LITTW,
6256,,LIVB,
6257,,LIVBU,
6258,,LIVBW,
6259,,LIVE,
6260,,LIVK,
6261,,LIVKU,
6262,,LIVKW,
6263,,LIVN,
6264,,LIVX,
6265,,LIXT,
6266,,LIXTW,
6267,,LIZI,
6268,,LJAQ,
6269,,LJAQU,
6270,,LJAQW,
6271,,LJPC,
6272,,LKBAX,
6273,,LKCO,
6274,,LKFN,
6275,,LKQ,
6276,,LLL,
6277,,LLNW,
6278,,LLTC,
6279,,LLYVA,
6280,,LLYVK,
6281,,LMACA,
6282,,LMACU,
6283,,LMACW,
6284,,LMAO,
6285,,LMAOU,
6286,,LMAOW,
6287,,LMAT,
6288,,LMB,
6289,,LMBS,
6290,,LMDX,
6291,,LMDXW,
6292,,LMFA,
6293,,LMIA,
6294,,LMIYX,
6295,,LMNL,
6296,,LMNR,
6297,,LMNX,
6298,,LMPX,
6299,,LMRK,
6300,,LMRKN,
6301,,LMRKO,
6302,,LMRKP,
6303,,LMST,
6304,,LMVYX,
6305,,LNCE,
6306,,LNDC,
6307,,LNGR,
6308,,LNSR,
6309,,LNT,
6310,,LNTH,
6311,,LNW,
6312,,LNZA,
6313,,LOAN,
6314,,LOB,
6315,,LOCO,
6316,,LOGBX,
6317,,LOGC,
6318,,LOGI,
6319,,LOGSX,
6320,,LOJN,
6321,,LOMAX,
6322,,LONE,
6323,,LOOP,
6324,,LOPE,
6325,,LORL,
6326,,LOTZ,
6327,,LOTZW,
6328,,LOV,
6329,,LOVE,
6330,,LPCN,
6331,,LPDAX,
6332,,LPEFX,
6333,,LPLA,
6334,,LPNT,
6335,,LPRO,
6336,,LPSN,
6337,,LPTH,
6338,,LPTX,
6339,,LQDA,
6340,,LQDT,
6341,,LQR,
6342,,LRCX,
6343,,LRE,
6344,,LRFC,
6345,,LRGE,
6346,,LRHC,
6347,,LRMR,
6348,,LSAK,
6349,,LSAQ,
6350,,LSBG,
6351,,LSBK,
6352,,LSBRX,
6353,,LSCC,
6354,,LSCNX,
6355,,LSCRX,
6356,,LSDI,
6357,,LSEA,
6358,,LSEAW,
6359,,LSGLX,
6360,,LSGRX,
6361,,LSPR,
6362,,LSPRU,
6363,,LSPRW,
6364,,LSSCX,
6365,,LSSIX,
6366,,LSSNX,
6367,,LSTA,
6368,,LSTOX,
6369,,LSTR,
6370,,LSVAX,
6371,,LSWWX,
6372,,LSXMA,
6373,,LSXMB,
6374,,LSXMK,
6375,,LTBR,
6376,,LTCH,
6377,,LTCHW,
6378,,LTRN,
6379,,LTRPA,
6380,,LTRPB,
6381,,LTRX,
6382,,LTRY,
6383,,LTRYW,
6384,,LTXFX,
6385,,LUBAX,
6386,,LUCD,
6387,,LUCY,
6388,,LUCYW,
6389,,LULU,
6390,,LUMO,
6391,,LUNA,
6392,,LUNG,
6393,,LUNR,
6394,,LUXA,
6395,,LUXAU,
6396,,LUXAW,
6397,,LUXH,
6398,,LUXHP,
6399,,LVAC,
6400,,LVACU,
6401,,LVACW,
6402,,LVAEX,
6403,,LVAFX,
6404,,LVAGX,
6405,,LVAMX,
6406,,LVAQX,
6407,,LVHD,
6408,,LVLU,
6409,,LVO,
6410,,LVOLX,
6411,,LVOPP,
6412,,LVOX,
6413,,LVOXU,
6414,,LVOXW,
6415,,LVRA,
6416,,LVRAU,
6417,,LVRAW,
6418,,LVRO,
6419,,LVTX,
6420,,LWAC,
6421,,LWACU,
6422,,LWACW,
6423,,LWAY,
6424,,LWLG,
6425,,LX,
6426,,LXEH,
6427,,LXEO,
6428,,LXRX,
6429,,LYEL,
6430,,LYFT,
6431,,LYL,
6432,,LYLT,
6433,,LYRA,
6434,,LYRBX,
6435,,LYRIX,
6436,,LYT,
6437,,LYTS,
6438,,LYTWW,
6439,,LZ,
6440,,LZCOX,
6441,,LZESX,
6442,,LZFOX,
6443,,LZGOX,
6444,,LZHOX,
6445,,LZIOX,
6446,,LZOEX,
6447,,LZRD,
6448,,LZSMX,
6449,,LZUOX,
6450,,MAAC,
6451,,MAACU,
6452,,MAAGX,
6453,,MAAQ,
6454,,MAAQR,
6455,,MAAQU,
6456,,MAAQW,
6457,,MACA,
6458,,MACAU,
6459,,MACAW,
6460,,MACFX,
6461,,MACK,
6462,,MACQ,
6463,,MACQU,
6464,,MACQW,
6465,,MACSX,
6466,,MACU,
6467,,MACUU,
6468,,MADCX,
6469,,MADFX,
6470,,MAGS,
6471,,MAGWX,
6472,,MAINX,
6473,,MAIPX,
6474,,MAKOX,
6475,,MAMA,
6476,,MAMAX,
6477,,MANH,
6478,,MANT,
6479,,MAPIX,
6480,,MAPOX,
6481,,MAPPX,
6482,,MAPS,
6483,,MAPSW,
6484,,MAPTX,
6485,,MAQC,
6486,,MAQCU,
6487,,MAQCW,
6488,,MAR,
6489,,MARA,
6490,,MARK,
6491,,MARNX,
6492,,MARPS,
6493,,MARX,
6494,,MASFX,
6495,,MASGX,
6496,,MASI,
6497,,MASKX,
6498,,MASNX,
6499,,MASS,
6500,,MASTX,
6501,,MAT,
6502,,MATFX,
6503,,MATR,
6504,,MATW,
6505,,MAVFX,
6506,,MAXI,
6507,,MAXN,
6508,,MAYS,
6509,,MBB,
6510,,MBCN,
6511,,MBEAX,
6512,,MBESX,
6513,,MBEYX,
6514,,MBFIP,
6515,,MBGVX,
6516,,MBII,
6517,,MBIN,
6518,,MBINM,
6519,,MBINN,
6520,,MBINO,
6521,,MBINP,
6522,,MBIO,
6523,,MBLY,
6524,,MBNKP,
6525,,MBOT,
6526,,MBRG,
6527,,MBRX,
6528,,MBTC,
6529,,MBTCR,
6530,,MBTCU,
6531,,MBUU,
6532,,MBVT,
6533,,MBWM,
6534,,MCAA,
6535,,MCAAU,
6536,,MCAAW,
6537,,MCAC,
6538,,MCACR,
6539,,MCACU,
6540,,MCACW,
6541,,MCAD,
6542,,MCADR,
6543,,MCADU,
6544,,MCAE,
6545,,MCAER,
6546,,MCAEU,
6547,,MCAF,
6548,,MCAFR,
6549,,MCAFU,
6550,,MCAG,
6551,,MCAGR,
6552,,MCAGU,
6553,,MCBC,
6554,,MCBIX,
6555,,MCBS,
6556,,MCDFX,
6557,,MCEF,
6558,,MCEIX,
6559,,MCEMX,
6560,,MCFE,
6561,,MCFT,
6562,,MCGFX,
6563,,MCHFX,
6564,,MCHI,
6565,,MCHP,
6566,,MCHX,
6567,,MCIIX,
6568,,MCINX,
6569,,MCIYX,
6570,,MCLD,
6571,,MCLDP,
6572,,MCLDW,
6573,,MCMJ,
6574,,MCMJW,
6575,,MCMVX,
6576,,MCNVX,
6577,,MCOM,
6578,,MCRB,
6579,,MCRDX,
6580,,MCRI,
6581,,MCSE,
6582,,MCSMX,
6583,,MCSVX,
6584,,MCVIX,
6585,,MCVT,
6586,,MCYBX,
6587,,MDAI,
6588,,MDB,
6589,,MDBH,
6590,,MDCA,
6591,,MDCP,
6592,,MDDCX,
6593,,MDDVX,
6594,,MDFSX,
6595,,MDGL,
6596,,MDGS,
6597,,MDGSW,
6598,,MDIA,
6599,,MDIDX,
6600,,MDIIX,
6601,,MDIJX,
6602,,MDIV,
6603,,MDIZX,
6604,,MDJH,
6605,,MDLRX,
6606,,MDLVX,
6607,,MDLZ,
6608,,MDNA,
6609,,MDRFX,
6610,,MDRR,
6611,,MDRRP,
6612,,MDRX,
6613,,MDSKX,
6614,,MDSY,
6615,,MDVL,
6616,,MDWD,
6617,,MDWT,
6618,,MDXBX,
6619,,MDXG,
6620,,MDXH,
6621,,ME,
6622,,MEAC,
6623,,MEACU,
6624,,MEACW,
6625,,MECAX,
6626,,MECDX,
6627,,MECIX,
6628,,MEDP,
6629,,MEDRX,
6630,,MEDS,
6631,,MEDX,
6632,,MEFIX,
6633,,MEGL,
6634,,MEGMX,
6635,,MEIAX,
6636,,MEIIX,
6637,,MEIKX,
6638,,MEIP,
6639,,MEKA,
6640,,MELI,
6641,,MELIX,
6642,,MEMP,
6643,,MENT,
6644,,MENYX,
6645,,MEOA,
6646,,MEOAU,
6647,,MEOAW,
6648,,MEOH,
6649,,MERAX,
6650,,MERC,
6651,,MERFX,
6652,,MERKX,
6653,,MESA,
6654,,MESO,
6655,,META,
6656,,METC,
6657,,METCB,
6658,,METCL,
6659,,METR,
6660,,METX,
6661,,METXW,
6662,,MEUSW,
6663,,MEVOX,
6664,,MF,
6665,,MFAEX,
6666,,MFAIX,
6667,,MFAPX,
6668,,MFCAX,
6669,,MFCCX,
6670,,MFCIX,
6671,,MFDAX,
6672,,MFEGX,
6673,,MFEIX,
6674,,MFH,
6675,,MFIC,
6676,,MFIN,
6677,,MFIOX,
6678,,MFLX,
6679,,MFMPX,
6680,,MFNC,
6681,,MFOCX,
6682,,MFOIX,
6683,,MFOMX,
6684,,MFQAX,
6685,,MFRFX,
6686,,MFXAX,
6687,,MGAM,
6688,,MGBIX,
6689,,MGEE,
6690,,MGFIX,
6691,,MGGAX,
6692,,MGGBX,
6693,,MGGIX,
6694,,MGGPX,
6695,,MGGYX,
6696,,MGI,
6697,,MGIC,
6698,,MGIH,
6699,,MGLAX,
6700,,MGLBX,
6701,,MGLN,
6702,,MGNI,
6703,,MGNX,
6704,,MGOAX,
6705,,MGOL,
6706,,MGPI,
6707,,MGPIX,
6708,,MGQIX,
6709,,MGRAX,
6710,,MGRC,
6711,,MGRIX,
6712,,MGRM,
6713,,MGRX,
6714,,MGSEX,
6715,,MGTA,
6716,,MGTX,
6717,,MGYR,
6718,,MHGC,
6719,,MHLD,
6720,,MHUA,
6721,,MIAPX,
6722,,MIAWX,
6723,,MICDX,
6724,,MICFX,
6725,,MICGX,
6726,,MICS,
6727,,MICT,
6728,,MIDD,
6729,,MIDNX,
6730,,MIDSX,
6731,,MIEIX,
6732,,MIGI,
6733,,MIGIX,
6734,,MIGPX,
6735,,MIGYX,
6736,,MIJFX,
6737,,MILE,
6738,,MILEW,
6739,,MILN,
6740,,MIME,
6741,,MIMSX,
6742,,MIND,
6743,,MINDP,
6744,,MINDX,
6745,,MINM,
6746,,MINVX,
6747,,MIOFX,
6748,,MIOIX,
6749,,MIOPX,
6750,,MIPIX,
6751,,MIPTX,
6752,,MIQBX,
6753,,MIRA,
6754,,MIRM,
6755,,MIRO,
6756,,MISAX,
6757,,MISFX,
6758,,MISNX,
6759,,MIST,
6760,,MITA,
6761,,MITAU,
6762,,MITAW,
6763,,MITC,
6764,,MITEX,
6765,,MITFX,
6766,,MITK,
6767,,MITL,
6768,,MITO,
6769,,MIXIX,
6770,,MJFOX,
6771,,MJGXX,
6772,,MKAM,
6773,,MKD,
6774,,MKDVX,
6775,,MKGI,
6776,,MKIEX,
6777,,MKSI,
6778,,MKTO,
6779,,MKTW,
6780,,MKTWW,
6781,,MKTX,
6782,,MKUL,
6783,,MLAAX,
6784,,MLAB,
6785,,MLAC,
6786,,MLACU,
6787,,MLACW,
6788,,MLAI,
6789,,MLAIU,
6790,,MLAIW,
6791,,MLCIX,
6792,,MLCO,
6793,,MLEC,
6794,,MLECW,
6795,,MLGO,
6796,,MLHR,
6797,,MLKN,
6798,,MLND,
6799,,MLPPX,
6800,,MLTX,
6801,,MLVEX,
6802,,MLVF,
6803,,MLYS,
6804,,MMAC,
6805,,MMACX,
6806,,MMAT,
6807,,MMCFX,
6808,,MMDEX,
6809,,MMEAX,
6810,,MMECX,
6811,,MMERX,
6812,,MMEYX,
6813,,MMLP,
6814,,MMMB,
6815,,MMSI,
6816,,MMSRX,
6817,,MMUKX,
6818,,MMV,
6819,,MMYT,
6820,,MNBAX,
6821,,MNDAX,
6822,,MNDFX,
6823,,MNDO,
6824,,MNDT,
6825,,MNDY,
6826,,MNHIX,
6827,,MNHYX,
6828,,MNKD,
6829,,MNMD,
6830,,MNOSX,
6831,,MNOV,
6832,,MNPR,
6833,,MNREX,
6834,,MNRIX,
6835,,MNRK,
6836,,MNRO,
6837,,MNSB,
6838,,MNSBP,
6839,,MNST,
6840,,MNTK,
6841,,MNTS,
6842,,MNTSW,
6843,,MNTV,
6844,,MNTX,
6845,,MNVAX,
6846,,MNWAX,
6847,,MNY,
6848,,MNYWW,
6849,,MOB,
6850,,MOBBW,
6851,,MOBL,
6852,,MOBQ,
6853,,MOBQW,
6854,,MOBV,
6855,,MOBVU,
6856,,MOBVW,
6857,,MOCO,
6858,,MODD,
